0 ,0 ,4 ,4 ,2 ,6 
6 ,39 ,61 ,75 ,64 ,156 
15 ,42 ,47 ,62 ,14 ,116 
40 ,60 ,78 ,77 ,23 ,137 
42 ,49 ,58 ,62 ,22 ,100 
83 ,121 ,148 ,122 ,36 ,270 
152 ,170 ,274 ,300 ,73 ,455 
146 ,174 ,291 ,154 ,36 ,369 
93 ,118 ,156 ,176 ,89 ,290 
46 ,95 ,125 ,172 ,71 ,222 
133 ,137 ,182 ,215 ,81 ,299 
51 ,63 ,109 ,97 ,44 ,157 
63 ,107 ,103 ,125 ,56 ,211 
88 ,108 ,148 ,179 ,70 ,256 
176 ,182 ,283 ,221 ,56 ,401 
58 ,47 ,98 ,105 ,38 ,165 
42 ,61 ,92 ,112 ,49 ,195 
78 ,68 ,149 ,159 ,59 ,231 
92 ,120 ,186 ,216 ,94 ,318 
79 ,71 ,149 ,134 ,60 ,214 
37 ,66 ,87 ,113 ,37 ,148 
67 ,74 ,138 ,133 ,46 ,208 
121 ,102 ,233 ,176 ,65 ,293 
31 ,86 ,114 ,143 ,56 ,231 
90 ,61 ,153 ,135 ,43 ,195 
61 ,86 ,144 ,187 ,70 ,280 
41 ,73 ,104 ,115 ,38 ,160 
51 ,63 ,107 ,94 ,24 ,142 
19 ,63 ,40 ,49 ,11 ,102 
52 ,54 ,76 ,108 ,48 ,148 
34 ,42 ,53 ,96 ,34 ,115 
27 ,44 ,67 ,71 ,44 ,118 
199 ,193 ,247 ,177 ,53 ,357 
81 ,99 ,140 ,160 ,64 ,251 
58 ,74 ,103 ,103 ,26 ,153 
95 ,133 ,157 ,240 ,95 ,301 
102 ,89 ,154 ,151 ,60 ,246 
94 ,110 ,145 ,135 ,51 ,226 
226 ,302 ,475 ,449 ,118 ,735 
177 ,213 ,283 ,242 ,82 ,439 
34 ,50 ,76 ,77 ,30 ,120 
94 ,92 ,163 ,145 ,78 ,245 
65 ,57 ,108 ,126 ,39 ,167 
82 ,99 ,118 ,162 ,57 ,239 
74 ,80 ,148 ,221 ,68 ,275 
126 ,113 ,206 ,171 ,69 ,299 
161 ,226 ,288 ,236 ,88 ,415 
66 ,101 ,126 ,130 ,48 ,219 
45 ,59 ,121 ,166 ,65 ,225 
113 ,125 ,167 ,154 ,40 ,242 
65 ,104 ,161 ,168 ,76 ,266 
62 ,82 ,104 ,111 ,38 ,190 
51 ,80 ,111 ,117 ,45 ,180 
218 ,228 ,273 ,267 ,112 ,445 
80 ,81 ,155 ,175 ,78 ,261 
42 ,110 ,101 ,75 ,27 ,191 
28 ,53 ,95 ,73 ,19 ,144 
29 ,37 ,62 ,60 ,15 ,84 
180 ,188 ,275 ,257 ,91 ,410 
38 ,99 ,119 ,110 ,32 ,211 
79 ,80 ,127 ,120 ,32 ,187 
49 ,67 ,132 ,189 ,71 ,249 
38 ,65 ,90 ,135 ,46 ,174 
29 ,66 ,76 ,117 ,53 ,159 
32 ,37 ,75 ,94 ,44 ,129 
38 ,51 ,79 ,127 ,155 ,274 
62 ,58 ,133 ,117 ,39 ,194 
45 ,55 ,115 ,138 ,68 ,200 
10 ,20 ,52 ,66 ,27 ,82 
75 ,84 ,167 ,150 ,38 ,233 
16 ,30 ,57 ,82 ,48 ,94 
112 ,150 ,236 ,274 ,81 ,362 
0 ,3 ,0 ,5 ,4 ,6 
16 ,36 ,47 ,56 ,16 ,91 
10 ,17 ,22 ,51 ,21 ,63 
41 ,50 ,96 ,135 ,45 ,169 
26 ,39 ,72 ,63 ,18 ,106 
94 ,99 ,142 ,177 ,48 ,244 
62 ,79 ,125 ,115 ,50 ,191 
111 ,147 ,177 ,183 ,63 ,314 
111 ,127 ,156 ,184 ,52 ,262 
173 ,185 ,249 ,229 ,76 ,373 
115 ,116 ,186 ,159 ,70 ,276 
214 ,230 ,294 ,207 ,64 ,410 
123 ,143 ,239 ,253 ,79 ,356 
99 ,97 ,115 ,98 ,44 ,186 
93 ,107 ,170 ,143 ,64 ,235 
5 ,3 ,7 ,7 ,3 ,11 
178 ,105 ,239 ,170 ,50 ,276 
115 ,117 ,169 ,130 ,56 ,239 
181 ,157 ,292 ,394 ,165 ,520 
4 ,0 ,5 ,2 ,0 ,4 
152 ,213 ,271 ,324 ,85 ,473 
96 ,101 ,138 ,152 ,46 ,216 
124 ,182 ,241 ,282 ,132 ,426 
413 ,575 ,725 ,771 ,219 ,1216 
208 ,287 ,423 ,566 ,151 ,712 
49 ,82 ,122 ,153 ,58 ,222 
116 ,128 ,188 ,188 ,72 ,273 
82 ,96 ,159 ,151 ,60 ,236 
117 ,145 ,225 ,236 ,92 ,375 
177 ,158 ,302 ,261 ,87 ,426 
166 ,162 ,257 ,196 ,76 ,355 
190 ,192 ,305 ,309 ,108 ,482 
124 ,177 ,204 ,227 ,76 ,377 
225 ,212 ,337 ,356 ,99 ,524 
262 ,261 ,357 ,408 ,101 ,562 
148 ,153 ,209 ,235 ,74 ,348 
97 ,138 ,206 ,231 ,101 ,329 
149 ,179 ,271 ,270 ,101 ,417 
86 ,101 ,148 ,233 ,58 ,288 
66 ,96 ,144 ,153 ,63 ,234 
101 ,114 ,135 ,118 ,50 ,217 
72 ,89 ,95 ,113 ,45 ,203 
144 ,152 ,179 ,168 ,46 ,294 
200 ,194 ,318 ,331 ,78 ,470 
0 ,0 ,5 ,12 ,3 ,18 
21 ,41 ,53 ,64 ,26 ,70 
15 ,26 ,37 ,51 ,14 ,53 
1196 ,1657 ,2141 ,2673 ,896 ,4120 
77 ,107 ,167 ,142 ,57 ,236 
117 ,163 ,196 ,176 ,56 ,285 
88 ,113 ,162 ,150 ,53 ,244 
156 ,197 ,265 ,255 ,103 ,391 
178 ,216 ,330 ,338 ,95 ,512 
83 ,110 ,161 ,130 ,46 ,213 
53 ,55 ,85 ,108 ,34 ,153 
127 ,132 ,215 ,343 ,88 ,404 
128 ,166 ,190 ,248 ,62 ,348 
72 ,94 ,134 ,178 ,38 ,245 
113 ,91 ,178 ,235 ,77 ,279 
80 ,113 ,161 ,188 ,42 ,268 
95 ,131 ,189 ,221 ,73 ,329 
194 ,197 ,144 ,187 ,49 ,498 
88 ,146 ,166 ,209 ,60 ,326 
57 ,101 ,146 ,192 ,111 ,332 
220 ,255 ,271 ,337 ,67 ,454 
36 ,29 ,44 ,62 ,29 ,77 
483 ,530 ,622 ,749 ,145 ,1017 
431 ,470 ,629 ,711 ,207 ,993 
9 ,9 ,16 ,14 ,2 ,19 
149 ,147 ,228 ,278 ,56 ,359 
56 ,79 ,114 ,94 ,60 ,194 
251 ,266 ,310 ,255 ,59 ,422 
203 ,229 ,284 ,209 ,57 ,408 
144 ,126 ,182 ,172 ,52 ,274 
113 ,144 ,217 ,194 ,84 ,316 
127 ,133 ,215 ,219 ,82 ,319 
286 ,301 ,415 ,325 ,108 ,572 
86 ,127 ,191 ,200 ,56 ,299 
184 ,233 ,281 ,232 ,73 ,392 
161 ,231 ,292 ,339 ,118 ,509 
119 ,173 ,244 ,257 ,81 ,371 
40 ,81 ,80 ,94 ,31 ,143 
45 ,51 ,92 ,94 ,35 ,131 
47 ,41 ,83 ,50 ,12 ,89 
191 ,224 ,278 ,314 ,93 ,483 
150 ,171 ,234 ,284 ,77 ,368 
231 ,265 ,369 ,349 ,86 ,543 
127 ,148 ,202 ,201 ,57 ,290 
164 ,209 ,286 ,277 ,77 ,399 
153 ,167 ,188 ,206 ,36 ,302 
107 ,171 ,173 ,138 ,40 ,284 
76 ,80 ,128 ,115 ,33 ,167 
271 ,282 ,318 ,243 ,48 ,484 
240 ,213 ,325 ,325 ,69 ,511 
121 ,149 ,184 ,152 ,32 ,265 
638 ,832 ,1051 ,1253 ,312 ,1653 
1390 ,1461 ,1875 ,1705 ,416 ,2778 
141 ,171 ,273 ,305 ,87 ,354 
18 ,38 ,34 ,30 ,6 ,54 
140 ,176 ,243 ,431 ,109 ,462 
311 ,443 ,469 ,444 ,86 ,745 
281 ,342 ,407 ,421 ,77 ,661 
169 ,140 ,215 ,152 ,44 ,267 
0 ,4 ,4 ,6 ,0 ,13 
234 ,280 ,334 ,275 ,101 ,512 
447 ,718 ,703 ,787 ,194 ,1225 
386 ,624 ,638 ,621 ,148 ,1033 
343 ,488 ,467 ,453 ,112 ,798 
631 ,726 ,1063 ,1190 ,342 ,1709 
447 ,587 ,555 ,468 ,117 ,884 
411 ,555 ,757 ,601 ,159 ,1051 
167 ,127 ,233 ,188 ,78 ,317 
448 ,585 ,625 ,620 ,140 ,1045 
196 ,290 ,213 ,168 ,85 ,409 
144 ,184 ,197 ,144 ,48 ,302 
11 ,12 ,20 ,16 ,8 ,28 
66 ,110 ,112 ,100 ,19 ,190 
72 ,132 ,105 ,94 ,20 ,193 
182 ,249 ,325 ,380 ,84 ,530 
144 ,164 ,257 ,172 ,88 ,362 
145 ,172 ,246 ,293 ,86 ,388 
190 ,191 ,332 ,298 ,108 ,454 
86 ,91 ,144 ,130 ,34 ,208 
107 ,148 ,140 ,139 ,44 ,235 
92 ,145 ,112 ,93 ,31 ,172 
32 ,30 ,63 ,93 ,35 ,116 
215 ,233 ,359 ,309 ,143 ,528 
18 ,35 ,42 ,52 ,17 ,72 
135 ,104 ,177 ,138 ,60 ,254 
133 ,178 ,237 ,187 ,75 ,374 
104 ,145 ,138 ,104 ,59 ,239 
174 ,213 ,307 ,323 ,141 ,515 
80 ,98 ,148 ,170 ,62 ,264 
143 ,252 ,349 ,278 ,118 ,554 
236 ,305 ,423 ,330 ,130 ,623 
170 ,213 ,297 ,223 ,86 ,430 
156 ,162 ,218 ,247 ,101 ,376 
126 ,165 ,193 ,165 ,63 ,301 
117 ,119 ,192 ,159 ,76 ,297 
46 ,50 ,61 ,42 ,24 ,97 
47 ,90 ,100 ,85 ,29 ,170 
115 ,182 ,211 ,216 ,97 ,394 
132 ,173 ,269 ,232 ,108 ,417 
0 ,5 ,7 ,7 ,1 ,12 
142 ,211 ,266 ,235 ,65 ,442 
97 ,90 ,114 ,30 ,16 ,129 
531 ,636 ,819 ,772 ,253 ,1211 
612 ,664 ,958 ,823 ,341 ,1424 
17 ,34 ,49 ,71 ,14 ,74 
142 ,154 ,197 ,191 ,83 ,314 
136 ,193 ,270 ,344 ,111 ,447 
88 ,117 ,197 ,196 ,71 ,287 
41 ,41 ,89 ,107 ,27 ,132 
150 ,165 ,237 ,245 ,83 ,378 
129 ,168 ,246 ,274 ,86 ,428 
84 ,124 ,188 ,237 ,83 ,257 
652 ,675 ,984 ,1065 ,309 ,1397 
64 ,74 ,123 ,129 ,49 ,171 
93 ,114 ,193 ,218 ,76 ,266 
42 ,59 ,76 ,91 ,41 ,101 
203 ,232 ,259 ,314 ,96 ,372 
24 ,36 ,46 ,85 ,11 ,85 
44 ,36 ,80 ,73 ,36 ,84 
255 ,307 ,392 ,596 ,109 ,617 
50 ,94 ,123 ,155 ,90 ,189 
124 ,147 ,190 ,247 ,72 ,291 
40 ,70 ,98 ,132 ,38 ,148 
77 ,97 ,169 ,247 ,111 ,289 
755 ,980 ,1288 ,1344 ,391 ,1998 
145 ,159 ,307 ,367 ,149 ,486 
52 ,51 ,74 ,116 ,130 ,242 
216 ,238 ,225 ,207 ,63 ,351 
26 ,31 ,48 ,67 ,17 ,74 
676 ,715 ,1007 ,894 ,234 ,1380 
301 ,395 ,505 ,612 ,125 ,742 
38 ,49 ,72 ,101 ,19 ,108 
149 ,204 ,308 ,464 ,160 ,491 
59 ,112 ,180 ,227 ,62 ,314 
27 ,34 ,52 ,74 ,29 ,78 
173 ,185 ,261 ,361 ,111 ,384 
31 ,27 ,49 ,63 ,29 ,78 
23 ,33 ,52 ,84 ,36 ,97 
51 ,57 ,83 ,129 ,48 ,137 
21 ,39 ,41 ,60 ,23 ,81 
6 ,10 ,21 ,35 ,17 ,35 
23 ,37 ,52 ,53 ,25 ,62 
4 ,4 ,13 ,18 ,5 ,19 
80 ,163 ,298 ,357 ,118 ,492 
26 ,43 ,69 ,102 ,38 ,106 
35 ,27 ,45 ,48 ,23 ,60 
39 ,42 ,77 ,105 ,31 ,102 
16 ,30 ,41 ,70 ,26 ,111 
16 ,16 ,22 ,28 ,15 ,48 
20 ,20 ,48 ,41 ,21 ,74 
180 ,217 ,329 ,370 ,151 ,580 
90 ,83 ,174 ,166 ,77 ,263 
119 ,131 ,215 ,236 ,105 ,376 
254 ,265 ,472 ,588 ,258 ,808 
216 ,159 ,318 ,214 ,97 ,407 
259 ,331 ,419 ,399 ,168 ,692 
45 ,65 ,131 ,112 ,46 ,215 
217 ,267 ,400 ,304 ,119 ,673 
106 ,209 ,248 ,203 ,85 ,460 
134 ,162 ,288 ,233 ,122 ,455 
67 ,92 ,132 ,106 ,55 ,230 
42 ,54 ,93 ,59 ,29 ,147 
35 ,64 ,85 ,89 ,33 ,147 
123 ,140 ,201 ,143 ,65 ,279 
62 ,53 ,93 ,74 ,35 ,138 
32 ,84 ,80 ,52 ,28 ,152 
57 ,135 ,156 ,193 ,86 ,359 
138 ,161 ,299 ,247 ,77 ,459 
188 ,234 ,365 ,305 ,140 ,595 
84 ,99 ,162 ,141 ,64 ,270 
62 ,118 ,138 ,197 ,75 ,292 
64 ,65 ,102 ,54 ,9 ,130 
24 ,68 ,56 ,59 ,28 ,144 
101 ,167 ,214 ,202 ,50 ,378 
2 ,22 ,22 ,23 ,8 ,56 
111 ,87 ,196 ,87 ,33 ,239 
11 ,10 ,20 ,43 ,15 ,53 
34 ,88 ,101 ,123 ,42 ,256 
0 ,7 ,11 ,25 ,14 ,28 
94 ,163 ,212 ,134 ,51 ,367 
10 ,23 ,30 ,42 ,19 ,69 
26 ,59 ,43 ,41 ,5 ,107 
12 ,16 ,34 ,32 ,9 ,56 
80 ,135 ,173 ,141 ,46 ,334 
43 ,86 ,117 ,88 ,21 ,190 
34 ,67 ,57 ,68 ,13 ,133 
25 ,81 ,48 ,34 ,11 ,125 
13 ,44 ,50 ,52 ,18 ,115 
14 ,64 ,64 ,59 ,19 ,143 
19 ,41 ,34 ,52 ,21 ,85 
23 ,73 ,67 ,65 ,34 ,149 
60 ,102 ,188 ,161 ,49 ,321 
21 ,78 ,76 ,115 ,33 ,186 
22 ,69 ,55 ,52 ,26 ,127 
89 ,138 ,205 ,216 ,93 ,409 
71 ,125 ,167 ,182 ,67 ,305 
82 ,126 ,202 ,242 ,102 ,364 
34 ,41 ,57 ,91 ,29 ,130 
29 ,84 ,71 ,70 ,21 ,155 
35 ,134 ,105 ,87 ,38 ,285 
30 ,89 ,67 ,46 ,22 ,166 
59 ,154 ,165 ,106 ,33 ,298 
6 ,22 ,31 ,38 ,22 ,70 
58 ,107 ,131 ,143 ,42 ,236 
32 ,32 ,76 ,90 ,31 ,108 
70 ,103 ,140 ,169 ,70 ,280 
55 ,77 ,113 ,109 ,33 ,193 
35 ,51 ,61 ,64 ,19 ,99 
147 ,171 ,204 ,174 ,82 ,367 
4 ,17 ,25 ,14 ,3 ,49 
12 ,14 ,32 ,32 ,12 ,57 
23 ,42 ,44 ,35 ,12 ,79 
6 ,13 ,21 ,23 ,7 ,32 
3 ,44 ,30 ,20 ,9 ,70 
25 ,36 ,64 ,71 ,21 ,112 
28 ,85 ,96 ,97 ,41 ,175 
27 ,46 ,47 ,48 ,20 ,84 
14 ,23 ,37 ,47 ,23 ,61 
27 ,48 ,66 ,58 ,23 ,90 
10 ,20 ,24 ,31 ,14 ,52 
84 ,136 ,212 ,209 ,90 ,367 
31 ,34 ,84 ,66 ,24 ,105 
27 ,46 ,62 ,75 ,34 ,116 
20 ,28 ,42 ,56 ,19 ,85 
15 ,24 ,24 ,43 ,22 ,58 
32 ,60 ,42 ,41 ,11 ,102 
38 ,52 ,71 ,92 ,34 ,118 
132 ,190 ,280 ,312 ,136 ,502 
199 ,212 ,318 ,318 ,145 ,494 
241 ,247 ,363 ,364 ,152 ,566 
197 ,181 ,250 ,296 ,101 ,432 
149 ,186 ,246 ,254 ,118 ,403 
107 ,125 ,194 ,236 ,90 ,346 
66 ,71 ,118 ,140 ,55 ,194 
83 ,98 ,131 ,129 ,52 ,208 
27 ,38 ,57 ,67 ,17 ,80 
73 ,128 ,159 ,192 ,82 ,328 
135 ,162 ,227 ,190 ,65 ,363 
108 ,174 ,217 ,269 ,111 ,421 
40 ,83 ,83 ,122 ,54 ,206 
51 ,60 ,94 ,97 ,65 ,155 
41 ,69 ,81 ,105 ,23 ,141 
36 ,46 ,67 ,85 ,30 ,117 
37 ,45 ,73 ,102 ,35 ,130 
13 ,22 ,50 ,69 ,30 ,95 
25 ,37 ,39 ,64 ,19 ,95 
44 ,49 ,76 ,93 ,46 ,124 
42 ,65 ,82 ,112 ,46 ,169 
31 ,35 ,55 ,76 ,31 ,109 
28 ,48 ,78 ,96 ,34 ,131 
30 ,58 ,51 ,59 ,19 ,100 
4 ,18 ,11 ,13 ,6 ,36 
75 ,129 ,207 ,173 ,66 ,342 
4 ,8 ,14 ,23 ,7 ,25 
8 ,33 ,30 ,29 ,15 ,78 
30 ,73 ,82 ,52 ,25 ,150 
20 ,46 ,45 ,65 ,30 ,104 
12 ,27 ,24 ,18 ,6 ,49 
19 ,28 ,31 ,17 ,4 ,52 
16 ,49 ,49 ,47 ,27 ,113 
71 ,123 ,158 ,212 ,71 ,321 
8 ,36 ,18 ,10 ,11 ,46 
11 ,19 ,34 ,39 ,13 ,62 
2 ,4 ,2 ,8 ,4 ,10 
26 ,42 ,51 ,66 ,28 ,104 
24 ,38 ,37 ,45 ,14 ,79 
27 ,50 ,59 ,52 ,39 ,124 
67 ,87 ,126 ,109 ,45 ,197 
50 ,38 ,92 ,47 ,25 ,103 
26 ,51 ,64 ,100 ,41 ,137 
35 ,47 ,78 ,102 ,29 ,139 
22 ,31 ,42 ,33 ,12 ,74 
4 ,19 ,28 ,43 ,14 ,62 
35 ,39 ,81 ,71 ,43 ,121 
76 ,97 ,159 ,172 ,61 ,263 
119 ,136 ,198 ,192 ,92 ,341 
216 ,237 ,372 ,490 ,236 ,739 
21 ,28 ,40 ,47 ,28 ,80 
45 ,120 ,125 ,208 ,63 ,286 
169 ,184 ,328 ,337 ,123 ,511 
231 ,235 ,325 ,297 ,108 ,526 
500 ,529 ,608 ,462 ,193 ,939 
118 ,176 ,258 ,253 ,94 ,429 
148 ,151 ,225 ,198 ,63 ,355 
184 ,185 ,300 ,250 ,105 ,423 
190 ,240 ,384 ,403 ,170 ,621 
226 ,262 ,345 ,275 ,93 ,522 
356 ,409 ,569 ,447 ,206 ,857 
74 ,127 ,214 ,283 ,76 ,409 
43 ,31 ,52 ,58 ,29 ,97 
32 ,34 ,58 ,75 ,26 ,98 
69 ,57 ,74 ,74 ,25 ,120 
23 ,21 ,40 ,48 ,16 ,68 
55 ,49 ,88 ,76 ,31 ,124 
33 ,37 ,40 ,33 ,14 ,65 
297 ,313 ,416 ,390 ,177 ,701 
256 ,209 ,338 ,171 ,69 ,387 
407 ,437 ,640 ,435 ,246 ,920 
330 ,347 ,515 ,421 ,139 ,736 
318 ,325 ,454 ,373 ,125 ,688 
235 ,277 ,379 ,292 ,106 ,610 
